1,2,3,4
67.9,54.4,52.5,6835
67.7,55,59.1,7159
68,55.2,65.6,7571.3
67.9,55.6,72.4,8068.3
67.9,55.8,79.4,8596.5
67.9,56,85.3,8970.8
67.9,56.3,89,9341.8
67.7,56.7,86.3,9056.8
67.9,57.7,81,8294.8
68,58.1,75.7,7775.5
67.9,58.5,68.1,7138
67.9,58.5,60.7,6540.3
67.9,58.5,54.6,6145.3
67.9,58.5,47,5744
67.9,58.3,38.4,5289.3
68,58.3,36.7,5446.8
68,59.5,39.8,5370.3
67.9,60.3,46,5602.3
68,60.9,52.5,5857
67.7,61.1,59.3,6300.5
68,61.5,65.7,6662.8
67.9,61.7,72.4,7030.5
67.9,61.9,78.8,7466
67.9,62.1,84.9,7868.3
67.8,62.3,85.5,8043.8
73.3,62.6,89,8441.8
72.9,62.6,85.5,8030.3
72.9,62.6,80.8,7683.5
72.9,62.8,74.4,7117
72.9,62.6,68.5,6747.8
72.6,62.5,60.9,6189
72.9,62.1,53.2,5614
72.8,61.9,45.8,5378
72.8,61.7,38.4,5107
72.9,61.5,36.9,5042
72.9,60.3,39.6,5384.8
72.9,59.3,45.8,5983
72.9,58.9,51.5,6274.5
72.9,58.9,58.5,6886.8
72.9,58.9,65.4,7203.5
72.8,59.1,72,7689
72.9,59.3,78.8,8236.5
72.8,59.5,85.1,8620.3
72.9,59.5,87.1,8864.8
72.6,58.9,84.7,8455.5
72.9,58.5,80.8,8311
72.9,57.7,74,7950.3
72.8,57.3,67.9,7470.8
72.9,57.1,61.1,6961
72.7,56.7,53.4,6584
72.9,56.3,45.6,6172.8
73,56,38.2,5827.8
72.9,55.8,36.7,5883.3
72.9,54.2,39.6,6282.8
72.9,53.4,45.6,6743.8
72.9,53.1,52.3,7285.3
72.9,52.9,58.9,7861.3
72.9,53.1,65.4,8238
72.9,53.2,72,8822.3
72.9,53.2,77.5,9227.3
72.7,53.4,83.9,9883.3
72.9,53.4,86.9,9980.8
72.9,53.2,85.1,9813.5
72.7,52.5,80,9527.3
73,51.9,72.8,8966
72.8,51.5,67.3,8570.8
72.9,51.1,60.5,8108.8
72.7,50.7,52.9,7770.8
73,50.3,46,7221
72.9,49.8,38,6804.5
72.9,49.8,36.7,6784
72.9,48.6,39.2,7072.8
72.9,47.6,45.6,7811.3
72.6,47.2,52.1,8391.8
72.9,47.2,58.5,8982.5
72.9,47.2,65,9449
73,47.2,72,9959
72.9,47.4,78.8,10820
72.8,47.6,84.7,11202.5
72.9,46.8,89.2,11947.3
72.9,46.2,84.3,11502.8
72.9,46,80.2,11164.7
72.9,45.6,73.6,10518.5
72.9,45.4,67.9,10001.8
72.9,45.2,60.7,9320.3
72.9,44.8,52.9,8897
72.8,44.4,45.8,8366
72.9,44,37.6,7944.3
72.7,43.8,36.3,7980.7
73,42.5,39,8442
72.9,41.5,45.4,9099.3
72.9,41.3,51.9,9699.5
72.9,41.3,58.7,10311.8
72.7,41.3,65.4,10999
73,41.3,71.6,11517.7
72.9,41.5,78.4,12203.5
72.8,41.7,84.7,12759.5
73,41.9,87.1,13067
72.9,41.3,85.1,12846.5
72.7,40.9,80.6,12358
72.9,40.2,73.6,11896.5
72.7,39.8,66.7,11165.3
72.9,39.4,60.9,10759.8
72.7,39,53.2,10092.3
72.9,38.8,45.8,9691.5
72.7,38.2,37.1,9140
72.9,37.8,35.7,9171.8
72.9,36.5,38.8,9834.3
72.9,35.7,45.2,10546
72.7,35.5,51.5,11022.3
72.6,35.5,58.1,11713.8
72.9,35.5,65.6,12451.5
72.8,35.7,72,13115.8
72.9,35.9,77.9,13813.8
72.9,35.9,83.5,14436
72.9,35.5,89.4,15432.8
72.7,34.9,86.3,14934.8
72.9,34.5,80.4,14269.5
72.9,34.3,73.6,13525.8
72.9,33.9,67.3,12885.5
72.8,33.7,60.1,12298.8
72.9,33.3,52.5,11589.3
72.9,32.9,45.2,11098
72.9,32.5,37.6,10536.8
78.1,32.3,35.9,11085.5
77.9,31.9,39.4,11488.8
77.9,31.9,45.8,12139
78,32.1,52.7,12731.3
77.9,32.1,58.5,13205.8
77.7,32.3,65,13796.3
78,32.5,72,14624
77.6,32.5,78.4,15413
77.9,32.7,84.7,16113.5
77.9,32.7,85.1,16130.5
77.6,33.1,89,16480.8
77.9,33.5,85.9,15919.8
77.9,34.3,81,14961
78,34.7,75.5,14270
77.9,34.9,68.3,13235.5
77.9,35.1,62.1,12583.8
77.9,35.1,54.8,11739.3
77.9,34.9,47,11177.5
77.9,34.5,39.6,10531
77.9,34.5,37.6,10445.8
77.9,35.5,40.6,10512.5
77.9,36.1,46.4,10821.8
77.9,36.5,53.8,11478.5
77.9,36.7,59.7,11945.5
77.7,36.9,65.7,12503
77.9,37.1,72.4,13268.5
77.8,37.3,79.6,13860
77.9,37.6,86.5,14618.8
77.7,37.6,86.3,14682.5
77.9,38,89,14627.8
77.9,38.6,85.1,13831
77.9,39.4,73.2,12577.8
77.9,39.6,63.8,11696
77.9,39.8,56.9,11019.8
77.9,40,51.7,10620.5
77.9,40,45.4,10008.5
77.9,40,40,9547.3
77.9,39.6,34.3,9080.5
77.8,39.6,33.5,9103.3
77.9,40.4,36.7,9158.8
77.9,41.3,41.7,9413.8
77.6,41.7,46.6,9798.5
77.9,42.1,50.3,10078
77.6,42.5,56.7,10513.5
77.9,42.5,60.3,10907.5
77.9,42.9,66.5,11535
77.6,43.5,72.4,12133.5
78,45.8,73.8,11716
78,46.6,68.5,10893.3
77.9,46.6,65,10302
77.9,46.2,60.1,9886.8
77.8,46,54.8,9454.5
77.9,45.8,50.1,9039.5
77.9,45.4,45,8610.3
77.6,45.2,40.2,8266.5
77.9,44.8,34.7,7944.3
77.9,44.6,33.9,8089.5
77.9,45.8,36.9,8017.8
77.9,46.4,41.5,8305.5
77.8,47,46.4,8594.3
78,47.6,52.1,8873
77.8,47.8,57.3,9378.8
78,48,62.1,9717.8
77.9,48.2,67.3,10164.5
78,48.4,71.2,10633.8
77.9,49.2,74.6,10889.8
77.9,50.9,69.8,10022
77.6,51.7,64.4,9219.3
78,51.9,58.3,8787.8
77.9,51.9,54.6,8313.3
77.9,51.7,49.4,7788.8
77.9,51.7,44.8,7436
77.8,51.5,40.4,7206.3
78,51.1,34.5,6944.8
78,51.1,33.7,6847.3
78,52.1,36.3,6883
77.9,52.7,41.1,7105.8
78,53.2,46,7417.8
77.9,53.6,51.3,7725.3
78,53.8,55.4,7972.3
77.9,54.2,60.3,8435.3
77.9,54.4,65.2,8819.8
78,54.6,69.8,9236.3
77.7,54.8,72.6,9418.8
77.6,57.1,68.8,8672.3
77.7,57.7,63.6,7985
78,57.9,58.7,7577.8
77.9,57.9,54,7136.8
77.6,57.7,49.8,6823
77.8,57.5,45.8,6445
77.8,57.1,43.5,5936.3
78,56,38.6,5365.5
77.9,55.8,38.2,5415.5
77.9,55.2,36.5,5295.3
77.9,55.6,39.8,5349.5
77.9,55.8,45.2,5727
77.8,55.8,51.7,6075.3
77.9,56,57.9,6519.5
77.6,56.2,64.6,7087.5
77.9,56.3,69.4,7594.3
77.8,56.5,76.5,8094.8
77.9,56.7,81.3,8389.5
83.1,56.9,86.5,9251.8
82.9,56.9,83.1,8827.5
82.9,56.9,78.1,8290.8
82.9,56.9,72.6,8015.8
82.9,56.9,66.1,7418
83,56.7,60.3,6926.3
83,56.7,53.1,6396.5
82.9,56.5,46.8,6113.5
82.9,56.5,39.8,5763.7
82.9,56.5,38,5634.5
82.9,55,39.6,6104.5
82.8,54.2,45.2,6667.3
82.9,53.6,51.5,7047.8
82.9,53.6,57.3,7666
82.8,53.6,62.6,8003.5
82.9,53.6,67.1,8309.3
82.7,53.6,74.2,8919.5
82.9,53.8,81,9486
82.9,53.6,85.5,9860.5
82.9,52.3,80.8,9793.8
82.9,52.1,75.5,9445.3
82.9,51.7,68.7,8691.5
82.9,51.5,63.4,8348.8
82.8,51.5,57.3,7816.5
82.9,51.3,50.9,7428
82.8,51.3,45.2,7015
83,50.9,39,6681
82.9,50.7,36.3,6559.8
82.5,49,39,7018.3
82.9,48.2,44.8,7739.5
82.9,47.8,51.1,8263.5
82.9,47.8,57.1,8727
82.8,48,63,9285
82.9,48.2,69.4,9710.5
82.9,48.4,75.5,10378
82.9,48.6,82.3,10944.3
82.8,48.4,84.7,11222.7
82.9,47,81.2,11206.5
82.7,46.6,75.9,10780
82.5,46.2,70,10186.3
82.9,46,64.4,9783.8
82.8,45.8,58.5,9094
83,45.6,52.5,8780
82.8,45.2,47,8371.8
83,45,40.7,7874.5
82.8,44.8,38,7734.3
82.6,43.3,40.2,8484.3
82.7,42.7,46,9028.8
82.9,42.5,52.1,9502.3
82.9,42.5,58.1,10104.5
82.8,42.5,65.2,10720.7
82.9,42.7,70.4,11279.3
82.7,42.7,76.5,11849.5
82.8,42.9,83.5,12708.3
82.9,43.1,86.3,12963
82.9,41.7,82.1,12832
82.9,40.9,76.5,12306
82.9,40.7,71.2,11723.3
83,40.4,64.4,11159.8
82.8,40.4,58.1,10588
82.9,40.2,52.1,10233.3
82.9,40,46,9636.3
82.9,39.8,39.2,9122
82.8,39.8,37.5,9142.5
82.9,38.4,40,9677.3
82.9,37.8,45.2,10421.3
82.9,37.6,52.5,10937
82.8,37.6,58.5,11627.5
82.6,37.6,64.6,12234.5
82.6,37.8,72,12839.3
82.9,38,76.3,13601.7
82.8,38.4,82.9,14195.3
82.9,38.6,86.1,14589.3
82.8,37.3,80.8,14520
82.6,36.9,74.8,13874.5
82.9,36.7,68.1,13125.3
82.9,36.5,62.1,12604.3
82.8,36.3,56.7,12037.3
82.7,36.1,49,11430
82.9,36.1,44,11012.5
82.9,35.9,37.8,10514.3
82.9,35.7,36.3,10353.5
82.8,34.5,38.8,10947
82.8,33.7,44.6,11758
82.8,33.5,50.7,12324.3
82.9,33.5,56.9,13143.3
82.8,33.7,63,13704.5
82.7,33.9,69,14315.8
82.9,34.1,75.1,14987.3
82.7,34.3,81.7,15821
83,34.3,82.3,15941.3
82.9,34.3,85.1,16331.5
82.9,32.7,80.8,16237.3
82.6,32.3,74.4,15524.8
82.9,31.9,68.1,14828.3
82.9,31.9,62.3,14153.3
82.7,31.7,56.5,13428.7
82.9,31.5,49.8,12956.5
82.9,31.3,43.8,12268.5
82.9,31,37.6,11910.5
91.2,30.8,34.9,12835
90.9,30.8,38.4,13058
90.5,30.8,44.6,13579.5
90.9,31,50.7,14286.8
90.9,31.2,56.7,14948.3
90.7,31.3,62.5,15486.8
90.9,31.7,68.3,16201.3
90.9,31.9,75.9,16934.8
90.5,32.1,81.7,17494.3
90.9,32.7,85.7,18022
90.7,34.5,80.4,16482.3
90.9,34.7,74.4,15513.5
90.6,34.7,67.5,14709.5
90.9,34.7,61.9,14196.3
90.9,34.5,56,13586.8
91,34.3,49.6,12981.5
90.9,34.1,43.8,12518
90.5,33.9,37.1,11915.8
90.9,33.9,35.7,11869.5
90.9,34.7,38.4,11923.7
90.8,35.5,44.2,12183
90.9,36.1,50.3,12639.8
90.9,36.3,56.9,13148.5
90.8,36.7,63,13775
90.9,36.9,68.1,14246
90.9,37.1,74.2,14859.5
90.8,37.3,81,15551.8
90.9,37.6,83.5,15783.3
90.9,39.4,79.8,14711.5
90.9,39.8,74.6,13855.3
90.8,40,68.1,13225.7
90.6,39.8,61.5,12408
90.9,39.8,55.6,11902.8
90.8,39.6,49.2,11279
90.7,39.4,43.7,10767.3
90.9,39.2,37.3,10368.8
90.9,39.2,35.9,10406.8
90.7,40,38.4,10264.8
90.7,40.9,44,10514
90.6,41.3,50.1,10897.8
90.9,41.7,56.2,11408
90.8,41.9,62.5,11965.8
90.6,42.3,69.4,12607
91,42.5,75.3,13116.5
90.8,42.7,80.8,13732
90.8,42.7,82.1,13844.8
90.9,42.9,84.1,13976.3
90.9,45.4,79.8,12699.8
90.9,45.6,74.6,12030.3
90.8,45.6,68.8,11386.3
90.9,45.4,61.3,10813.8
90.9,45.2,55.6,10270.8
90.9,45,49,9768.5
90.9,44.8,43.3,9396.5
90.9,44.6,37.3,8974.7
90.9,44.6,36.7,9013.3
90.9,44.6,35.7,8878
90.9,45.4,38.4,8900
90.6,46.4,44.2,9123.7
90.9,46.8,50.7,9569
90.8,47.2,56,9964
90.9,47.6,62.6,10358
90.9,47.6,68.3,10946.3
90.7,48,75.3,11470
90.9,48.2,81.3,11903.7
90.9,48.2,82.1,12160
90.7,48.4,83.7,12295.5
90.9,50.7,80.6,11182
90.8,50.9,74.8,10483.5
90.8,51.1,68.7,9792.5
90.8,50.9,61.5,9371.5
90.5,50.7,55.8,8750.5
90.9,50.5,48.8,8388.5
90.9,50.3,42.9,8087.3
90.8,50.1,36.9,7718.8
90.8,50.1,36.5,7668.8
90.8,50.1,35.5,7667.8
90.9,50.9,38.2,7655.3
90.9,51.9,44.2,7896.3
90.8,52.3,50.3,8196
90.9,52.7,56.7,8534.5
90.9,52.9,63.2,9020.3
90.7,53.2,68.3,9456.3
90.9,53.4,75.3,10038.8
90.8,53.6,80.6,10493.5
90.9,53.6,83.3,10618.5
90.9,55.6,79.8,9748.3
90.9,56,73.8,9072
90.8,56.2,68.3,8517.5
90.5,56,62.1,8085.8
91,55.8,55.8,7686.8
90.9,55.6,49.6,7355.5
90.9,55.4,43.7,6822.8
90.9,55.2,37.8,6628
90.9,55,36.1,6561
90.9,55.8,38.8,6657.7
90.8,56.7,45,6883.3
90.9,56.9,51.1,7045.5
90.8,57.1,56.5,7400.5
90.8,57.1,62.3,7766.5
90.9,57.1,69,8343.5
90.9,57.3,75.5,8840.8
90.9,57.5,81.3,9281.5
99.1,57.5,84.3,10225.3
98.9,57.5,79.8,9800
98.9,57.3,75.5,9318.5
98.9,57.3,69.4,8904.3
98.7,57.1,63,8450
98.8,56.9,58.1,8028.5
98.6,56.7,51.7,7563
98.9,56.3,44.6,7255.8
98.8,56,39.4,6938.5
98.9,55.4,36.7,6984
98.9,54.4,39.4,7391
98.7,53.8,45.2,7926.8
98.9,53.4,51.3,8529.5
98.9,53.4,58.1,8832.3
98.8,53.4,64.2,9301.3
98.9,53.6,71,9844
98.5,53.6,76.5,10199.3
98.9,53.8,83.5,10976.3
98.9,54,84.5,11047.5
98.7,53.6,89,11310.8
98.8,52.3,83.1,11192.3
98.9,51.9,77.9,10908.5
98.7,51.5,71.8,10263.5
98.9,51.3,65.6,9720.3
98.7,50.9,58.5,9392.5
98.9,50.7,52.1,8988.3
98.5,50.7,47.2,8458
98.9,50.5,40.4,8233.8
98.9,50.1,37.6,8137.3
98.8,48.6,40.6,8756.3
98.8,47.8,46.2,9360
99,47.6,52.5,9955.5
98.8,47.6,58.1,10483.7
98.9,47.6,65,11003.3
98.9,47.8,71.8,11433.8
98.8,48,77.7,11983.5
98.9,48.2,84.1,12672
98.7,48.2,86.7,12771.3
99,46.8,82.9,12868.5
98.8,46.2,78.1,12440.5
98.7,45.8,72,11769
98.9,45.8,64.8,11436.5
98.7,45.4,58.9,10802.3
98.8,45.2,53.6,10503.5
98.9,45.2,47.2,9986.8
98.7,44.8,40.6,9704.5
98.7,44.8,40.2,9640.8
98.9,44.4,37.8,9556
98.7,43.1,40.7,10167
98.9,42.3,46,10825
98.9,42.1,52.9,11472
98.8,42.1,58.9,11911.3
98.9,42.1,65.2,12498.8
98.9,42.1,70.8,13070.3
98.4,42.5,78.1,13674.8
98.9,42.5,82.7,14279.8
98.9,42.5,85.7,14653.8
98.9,41.1,83.3,14715.5
98.9,40.7,77.7,14191.8
98.8,40.4,72,13644.8
98.9,40,64.6,13088.5
98.8,39.8,58.9,12517
98.9,39.6,53.1,12093.5
99,39.4,47.6,11633
98.8,39.4,40.4,11236.8
98.8,39.2,39.8,11084.5
98.9,39.2,38,10964.5
98.7,37.8,40.4,11738
98.9,36.9,46.2,12451.3
98.8,36.7,52.3,13078.3
98.9,36.5,57.9,13690.5
98.9,36.7,63.4,14315.5
98.7,36.7,70.6,14893
98.9,37.1,76.9,15576.5
98.8,37.1,83.1,16296.3
98.9,37.3,83.9,16241.5
98.9,37.3,85.3,16583
98.9,35.9,81.9,16630.3
98.4,35.3,76.9,16055.8
98.9,34.9,70.4,15508
98.9,34.7,64.4,14973.3
98.5,34.5,58.1,14238.5
98.9,34.3,52.1,13662.3
98.9,34.1,47.4,13403.3
98.8,33.9,40.6,12872.5
98.8,33.7,38.4,12650.3
98.7,32.3,40.4,13367.3
98.9,31.7,45.8,14108.5
98.8,31.3,51.9,14822
98.8,31.3,57.9,15667.7
98.8,31.3,64.4,16156.8
98.9,31.5,70,16977
98.8,31.7,77.1,17654.5
98.7,31.9,82.7,18326.8
98.8,32.1,84.7,18602.3
98.9,30.6,82.9,18775
98.4,30,77.1,18025.5
98.9,29.6,72,17540
98.7,29.4,65.2,16795.8
98.9,29.2,58.7,16336
98.9,29,52.7,15713.8
98.9,28.6,46,15069.3
98.8,28.6,41.1,14634.3
107.2,28.2,36.9,15759.8
106.9,28.1,40.7,16107.3
106.8,27.9,45.8,16572
106.9,28.2,52.3,17318.7
106.8,28.4,58.7,17950.5
106.3,28.6,65.2,18411
106.9,28.8,72,19206.8
106.7,28.8,77.7,19972.3
106.9,29.2,84.7,20730.5
106.9,29.2,84.5,20736.5
106.8,29.4,87.3,21200.3
106.8,31.3,82.9,19578
106.5,31.7,77.7,18673.3
106.9,31.7,72,17899.8
106.7,31.7,65.2,17066.8
106.9,31.5,60.3,16746.3
106.6,31.3,53.8,15860.3
106.8,31.3,48,15462.8
106.3,31,41.5,14844
106.5,31,40.9,14879.8
106.8,30.8,38.4,14857.3
106.7,32.1,40.9,14564.8
107,32.7,47,14947.5
106.9,33.1,53.2,15321.8
106.9,33.3,58.7,15950
106.8,33.5,64.8,16533.3
106.9,33.7,72,17182.5
106.8,33.9,77.1,17755.8
106.9,34.1,83.9,18521
106.9,34.3,86.5,19030.8
106.8,36.5,81.3,17450.3
106.4,36.9,75.9,16444.7
106.9,36.7,70.6,15977
106.7,36.7,63.6,15204.3
106.9,36.7,57.7,14596.5
106.7,36.5,52.9,14153.5
106.9,36.3,46.6,13668.5
106.4,36.3,40,13128.5
106.6,36.1,39.6,13138
106.8,36.1,37.6,12976.3
107,37.1,40.2,12968.3
106.9,37.8,45.8,13052.5
106.8,38.4,51.9,13558
106.9,38.6,57.7,13945.5
106.9,39,63.2,14521.3
106.8,39.4,69.6,15022.3
106.9,39.6,76.7,15669.8
106.9,39.8,83.1,16279.8
106.9,40,83.7,16488.8
106.9,40,84.1,16512.5
106.5,40.2,86.3,16562.8
106.3,42.1,81.3,15269
107,42.7,75.9,14461.3
106.8,42.9,70.2,13883
106.8,42.9,63.4,13160.3
106.9,42.7,58.1,12690.3
106.8,42.7,51.1,12183.3
106.9,42.5,45.4,11704.8
107,42.5,39.4,11310.3
106.8,42.5,37.1,11133.5
106.4,43.5,39.6,11064
106.9,44.4,45.2,11240.7
106.8,45,51.9,11628.8
106.9,45.4,58.3,12130.8
106.8,45.8,64.2,12427
106.9,46,70.6,13010.8
106.9,46.2,76.5,13533.3
106.7,46.6,82.5,14094.8
106.4,46.6,83.1,14174.3
106.9,46.6,85.5,14370.8
106.9,48.8,81.7,13194.5
106.9,49.4,76.1,12426
106.9,49.4,69.4,11820.3
106.8,49.4,63.4,11188.3
106.8,49.4,57.7,10751.3
106.9,49.2,50.7,10304.8
106.8,49,44.4,9853
106.9,48.8,38.4,9592.3
106.7,48.8,36.5,9356.7
107,49.8,39.4,9382.5
106.9,50.7,45.2,9591.3
106.7,51.1,51.5,9919
106.9,51.5,57.7,10312.3
106.8,51.9,63.6,10642
107,51.9,69.8,11127
106.9,52.3,75.9,11655.8
106.4,52.5,81.9,12270.8
106.7,52.5,82.7,12183.5
106.8,52.7,85.5,12451.5
106.8,54.6,82.1,11463.5
106.9,55.2,75.5,10768.5
106.7,55.4,70.2,10254.3
106.8,55.4,63.2,9605.5
106.9,55.2,57.1,9327.3
106.9,55,50.5,8974.8
106.9,55,45.2,8548.3
106.8,54.6,38.6,8222.8
106.9,54.6,36.7,8101
106.8,55.6,39,8182
106.5,56.5,45,8183
106.9,56.9,51.3,8537.3
106.7,57.3,57.1,8922
106.9,57.5,63.6,9428
106.9,57.9,70.8,9790.3
106.4,58.1,75.7,10108
106.9,58.3,82.7,10632.3
115,58.7,86.7,11732.8
114.3,58.7,81.9,11048
114.9,58.7,76.5,10721.3
114.9,58.5,69.8,10166.3
114.9,58.3,62.6,9700.3
114.9,58.1,56.5,9382
114.9,58.1,50.1,8900
114.9,57.9,44.6,8727
114.8,57.5,38.2,8369.3
114.9,57.1,35.9,8344
114.9,56,39,8856.8
114.9,55.4,45,9332.3
114.8,55.2,51.7,9848.8
114.7,55.2,57.9,10235
114.4,55.2,64,10599
114.9,55.4,70.8,11214
114.7,55.6,76.1,11678.3
114.9,55.8,82.7,12117.5
114.9,55.8,82.5,12128.8
115,55.6,86.1,12535.8
115,54.2,81.9,12644.8
114.9,53.6,75.1,12075.5
114.8,53.4,69.6,11609.8
114.8,53.1,62.5,11347.5
114.9,52.9,56.9,10694.3
114.7,52.7,50.3,10305.3
114.9,52.5,44.2,10006.5
114.4,52.3,37.8,9550.3
114.9,51.9,35.9,9621.5
114.3,50.7,38.8,10110.8
114.9,50.1,45.2,10752
115,49.8,51.1,11333.5
114.9,49.8,56.7,11812.8
115,50,63.2,12167.3
114.8,50.1,69.4,12748.5
114.7,50.3,76.7,13286.5
114.9,50.5,83.1,13754
114.8,50.3,86.3,14217.3
114.4,48.8,81.3,14274.8
114.9,48.4,75.9,13737.5
114.7,48.2,69.2,13134.8
114.7,47.8,62.3,12597.8
114.9,47.6,56.7,12367
114.4,47.4,50.1,11832.5
114.9,47.2,44.4,11480.3
114.7,47,37.8,11029.7
114.9,46.8,36.1,11015
114.6,45.6,38.8,11703.8
114.9,44.8,44.6,12229
114.7,44.6,50.9,12871.5
114.9,44.6,57.3,13346
114.9,44.6,64,13934.3
114.9,44.8,69.6,14479.8
114.7,45,76.3,14998
114.9,45.2,81.7,15694.8
114.7,45.2,85.9,16015.5
114.3,43.5,81.3,16085
114.9,43.1,75.1,15602.5
114.9,42.7,69.4,15131
114.9,42.5,61.9,14392.8
114.4,42.3,56.5,13886.5
114.9,42.1,50.1,13573
114.9,41.9,44.2,12915
114.9,41.7,38,12646.5
114.9,41.7,37.6,12623.3
114.7,41.5,36.1,12616.8
114.9,40.4,38.8,13242.5
114.7,39.6,44.6,13929
114.9,39.2,51.3,14551.5
114.6,39.2,56.9,15005.3
114.8,39.2,63.8,15785.5
114.8,39.4,70,16408
115,39.6,76.5,17062.8
114.8,39.6,82.7,17685.8
114.9,39.6,83.1,17719
114.9,38.8,87.1,18694.3
115,38,82.5,18192
114.8,37.6,75.9,17732.3
114.7,37.3,68.5,17020.8
114.9,36.9,63,16420.5
114.8,36.5,56.7,15899.8
114.9,36.3,50.7,15430.8
114.8,35.9,45,15091
114.9,35.5,38.4,14490.8
114.9,35.5,38,14637.5
114.9,35.3,36.7,14482.3
114.9,33.9,39.4,15309.3
114.9,33.1,44.6,16113
114.7,32.7,51.3,16961.5
114.9,32.5,57.5,17589.8
114.7,32.3,63.2,18346
114.9,32.3,69.6,19031.8
114.7,32.5,76.5,19898.7
114.9,32.5,81.7,20612.5
114.9,32.7,83.3,20688
115,32.7,85.1,20883
114.3,31,82.3,20953
114.7,30.4,78.6,20500.8
114.9,30,72.2,19738.8
114.7,29.8,66.1,19117
114.9,29.6,60.1,18551.5
114.8,29.4,53.8,17995.3
114.3,29.2,46.8,17373
114.9,29,40,16863
123.1,28.4,36.9,18301.7
122.9,28.4,40.4,18623.8
122.7,28.4,46.8,19211.5
122.9,28.4,52.5,19824
122.7,28.6,59.3,20424
123,28.8,65.9,20991.3
122.6,29,72.4,21580
122.9,29.2,79,22314.8
122.7,29.2,84.3,22854.5
122.8,29.2,84.9,23031
122.9,29.4,87.1,23228.5
122.9,31.3,83.7,21822
122.6,31.7,79,20945.5
122.9,31.7,72,20307.8
122.9,31.7,64.4,19478
122.6,31.7,58.9,18863.3
122.9,31.5,53.1,18452.3
123,31.3,47,17900.5
122.8,31.2,41.1,17448.8
122.9,31.2,38.8,17320.8
122.9,32.1,41.1,17319
122.8,32.7,46.8,17457.5
122.7,33.1,53.6,17822.5
